typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34597027
1,1334,0,0.0,0.3028109
2,345,61,0.17681159420289855,0.3782108
3,1870,0,0.0,0.3555642
4,394,30,0.07614213197969544,0.37405384
5,656,1,0.001524390243902439,0.35339844
6,529,0,0.0,0.3719604
7,338,0,0.0,0.3447206
8,382,0,0.0,0.34899116
9,364,0,0.0,0.37012595
10,506,0,0.0,0.36430702
11,54,1,0.018518518518518517,0.32310712
12,945,0,0.0,0.3677523
13,250,0,0.0,0.3537882
14,383,1,0.0026109660574412533,0.35437587
15,354,0,0.0,0.36422914
16,237,0,0.0,0.37202483
