window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0006293655005848489,1.0465365441837826,0.0,5,5,312,500388,0.000623516151466462
2,0.0009449537495965667,1.17339077949351,0.0,5,5,408,507472,0.0008039852445061008
3,0.0009472396537079212,1.0403227949941927,0.0,5,5,459,491236,0.0009343777736159402
4,0.0009730227506494864,1.1726935044082416,0.0,5,5,413,499629,0.0008266133471035508
5,0.0016410232004528615,1.762882903716741,0.008,5,5,482,497321,0.0009691929357497471
6,0.0007936016080893865,0.9549790569990211,0.0,5,5,421,505959,0.0008320832320405408
7,0.0012185782334490163,1.1428866921360477,0.0,5,5,596,547138,0.0010893047092324058
8,0.001087861948032653,1.1957800675061225,0.0,5,5,482,526673,0.000915178868102219
9,0.0013389884666276156,1.2245957656056887,0.0,5,5,544,495315,0.0010982909865439165
10,0.0011916891367505485,1.2808108451950209,0.0,5,5,475,505184,0.0009402514727307278
11,0.0019511482622749717,1.6061721356811591,0.0,5,5,632,515285,0.001226505720135459
12,0.0016074251841616996,1.3446622198669762,0.0,5,5,604,498187,0.0012123961484342225
13,0.001936961232575742,2.124423797276135,0.012,5,5,456,506042,0.0009011109749783615
14,0.005935761658642799,4.486050056112865,0.024,5,5,715,500442,0.0014287369964950984
15,0.02496505909780331,20.488597009335365,0.11200000000000002,5,5,564,514294,0.001096648998432803
16,0.028272787666625908,17.15209361669912,0.128,5,5,683,500676,0.0013641556615455904
17,0.015367566439005897,14.306544328989423,0.036,5,5,502,491869,0.001020596947561241
18,0.010793989843675003,6.7550187027468045,0.052000000000000005,5,5,668,413460,0.0016156339186378368
