typ,positives,captured,capture_rate,mean_score
0,932,10,0.01072961373390558,0.37520123
1,1334,46,0.034482758620689655,0.3529715
2,345,24,0.06956521739130435,0.39705673
3,1870,4,0.0021390374331550803,0.36670125
4,394,1,0.0025380710659898475,0.38813353
5,656,8,0.012195121951219513,0.36226255
6,529,1,0.001890359168241966,0.3752146
7,338,1,0.0029585798816568047,0.35205686
8,382,2,0.005235602094240838,0.352719
9,364,1,0.0027472527472527475,0.3804451
10,506,4,0.007905138339920948,0.3739722
11,54,3,0.05555555555555555,0.3392885
12,945,7,0.007407407407407408,0.37761623
13,250,11,0.044,0.3643214
14,383,4,0.010443864229765013,0.35811678
15,354,3,0.00847457627118644,0.3779415
16,237,5,0.02109704641350211,0.41398975
