window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0027130302661767963,4.941833684372124,0.008,5,5,291,500367,0.0005815731253260107
2,0.002215969215879633,3.2262006744164333,0.008,5,5,358,507422,0.0007055271549124792
3,0.0025260341921272077,3.7015308852394804,0.004,5,5,383,491160,0.0007797866275755355
4,0.002965177039782387,4.145893945311892,0.016,5,5,377,499593,0.0007546142560043875
5,0.007228009817987269,14.689318954788709,0.008,5,5,401,497240,0.0008064516129032258
6,0.002656114824486345,3.987815696298199,0.004,5,5,422,505960,0.0008340580283026326
7,0.0050406885953743884,5.397179119588039,0.0,5,5,581,547123,0.0010619184351599183
8,0.004204981890060919,4.557838377998151,0.004,5,5,476,526667,0.0009037968963310783
9,0.012668402785363079,10.197303437532629,0.016,5,5,632,495403,0.0012757290529124773
10,0.008789430093803627,9.605362398399716,0.004,5,5,521,505230,0.0010312135067197118
11,0.010369584668177606,9.811189364870145,0.008,5,5,665,515318,0.0012904653049185164
12,0.014377114073966768,16.367338328270712,0.024,5,5,619,498202,0.001242467914620977
13,0.00852084483420756,11.208171079157388,0.012,5,5,489,506075,0.0009662599417082448
14,0.021476107416840994,19.447449191729742,0.02,5,5,738,500465,0.0014746285954062722
15,0.013396015636112197,14.533088751848217,0.028000000000000004,5,5,579,514309,0.0011257823604097926
16,0.04384410325288725,38.338944651535336,0.128,5,5,735,500728,0.0014678627917751753
17,0.026734714905931843,27.986619998976966,0.1,5,5,534,491901,0.0010855842944007025
18,0.0435913663943258,20.004128340980724,0.13999999999999999,5,5,696,413488,0.0016832411097782766
