client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
3,1,9,1.0,1,29,0,0.0
3,1,9,1.0,3,71,0,0.0
3,1,9,1.0,-1,166,0,0.0
2,1,12,2.0,1,5,0,0.0
2,1,12,2.0,3,23,0,0.0
2,1,12,2.0,-1,66,0,0.0
