typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3557624
1,1334,0,0.0,0.30053362
2,345,69,0.2,0.38808045
3,1870,2,0.0010695187165775401,0.35159573
4,394,37,0.09390862944162437,0.3851643
5,656,0,0.0,0.35572156
6,529,1,0.001890359168241966,0.3733568
7,338,0,0.0,0.34459335
8,382,1,0.002617801047120419,0.3404289
9,364,1,0.0027472527472527475,0.37204754
10,506,0,0.0,0.37568045
11,54,1,0.018518518518518517,0.3218261
12,945,4,0.004232804232804233,0.3694974
13,250,0,0.0,0.346807
14,383,1,0.0026109660574412533,0.3546425
15,354,0,0.0,0.36690736
16,237,2,0.008438818565400843,0.37354603
