typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36630592
1,1334,0,0.0,0.32466927
2,345,70,0.2028985507246377,0.398535
3,1870,2,0.0010695187165775401,0.36474815
4,394,41,0.10406091370558376,0.39075506
5,656,0,0.0,0.3633194
6,529,1,0.001890359168241966,0.3888724
7,338,0,0.0,0.3500362
8,382,1,0.002617801047120419,0.34822884
9,364,1,0.0027472527472527475,0.38116837
10,506,0,0.0,0.39319
11,54,1,0.018518518518518517,0.32490999
12,945,4,0.004232804232804233,0.38159665
13,250,0,0.0,0.35176593
14,383,1,0.0026109660574412533,0.35716698
15,354,0,0.0,0.38368854
16,237,2,0.008438818565400843,0.39361182
