client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
2,1,9,1.0,1,33,0,0.0
2,1,9,1.0,3,69,0,0.0
2,1,9,1.0,-1,255,0,0.0
1,1,12,2.0,1,29,0,0.0
1,1,12,2.0,3,65,0,0.0
1,1,12,2.0,-1,140,0,0.0
