window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0006461491713944281,1.1781419765681762,0.0,5,5,276,500352,0.0005516116653875671
2,0.001380271268771831,2.1067876753548065,0.0,5,5,319,507383,0.0006287163740212029
3,0.0017844699119041838,2.5884964583892214,0.008,5,5,376,491153,0.0007655455631951755
4,0.002344922323411,3.490565442764131,0.004,5,5,355,499571,0.0007106097031252815
5,0.010784042345492819,16.199073822799168,0.028000000000000004,5,5,370,497209,0.0007441538668849518
6,0.0030002384736996096,4.158795279697371,0.016,5,5,394,505932,0.0007787607820813864
7,0.005613889427312581,6.075131236012965,0.008,5,5,522,547064,0.0009541845195443312
8,0.0036817968644657626,4.82709427306133,0.0,5,5,452,526643,0.0008582664157693162
9,0.010687040073944451,9.131062763876741,0.008,5,5,645,495416,0.0013019361506289664
10,0.011017429394424735,13.025692273635883,0.024,5,5,545,505254,0.001078665384143421
11,0.012318203353700997,11.123601102692078,0.02,5,5,695,515348,0.0013486032739042355
12,0.013720257246918851,13.306639843196233,0.032,5,5,668,498251,0.001340689732684932
13,0.015563620686010762,18.98015655094415,0.048,5,5,493,506079,0.0009741562088132485
14,0.062136632232790756,45.93184680596919,0.168,5,5,772,500499,0.0015424606242969516
15,0.02024272359859939,19.68931857243352,0.036,5,5,606,514336,0.0011782181297828656
16,0.050340321630360105,43.38048108469941,0.11200000000000002,5,5,747,500740,0.00149179214762152
17,0.008242843755135027,8.296122831678158,0.016,5,5,585,491952,0.001189140403941848
18,0.026667441982733343,19.55447645597921,0.068,5,5,735,413527,0.0017773930118226862
