typ,positives,captured,capture_rate,mean_score
0,260,0,0.0,0.34306258
1,229,0,0.0,0.32529452
2,421,0,0.0,0.29930234
3,444,1,0.0022522522522522522,0.29697436
4,207,3,0.014492753623188406,0.33828273
5,137,0,0.0,0.32084817
6,216,1,0.004629629629629629,0.3681025
7,397,1,0.0025188916876574307,0.32548678
8,2211,25,0.011307100859339666,0.364929
