client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
1,2,5,1.0,1,18,0,0.0
1,2,5,1.0,3,55,0,0.0
1,2,5,1.0,-1,88,0,0.0
3,2,7,2.0,1,24,0,0.0
3,2,7,2.0,3,87,0,0.0
3,2,7,2.0,-1,87,0,0.0
