window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.00800665376749333,15.978226336362457,0.016,5,5,354,500430,0.0007073916431868593
2,0.001822008251876475,2.3187170756656457,0.0,5,5,527,507591,0.0010382374785998963
3,0.0024310734535106333,2.943463590032537,0.0,5,5,505,491282,0.001027922863039965
4,0.004596609785358912,5.029710726875077,0.008,5,5,459,499675,0.0009185970881072697
5,0.0037404767116040066,3.9339703137617668,0.008,5,5,545,497384,0.0010957328743988548
6,0.002953031138664415,3.7742040053993526,0.0,5,5,447,505985,0.0008834253979861063
7,0.00834402824114032,7.5507540815810215,0.008,5,5,663,547205,0.0012116117360038742
8,0.023615892585922095,21.969362826068476,0.052000000000000005,5,5,515,526706,0.0009777750775574988
9,0.07482872650632819,50.80658608764168,0.12400000000000003,5,5,549,495320,0.0011083743842364533
10,0.020318039724176222,22.505182597414432,0.064,5,5,433,505142,0.0008571847124174985
11,0.0244683079171453,25.78638092358479,0.055999999999999994,5,5,596,515249,0.001156722283789003
12,0.04749836488798319,38.22440490258457,0.10400000000000001,5,5,541,498124,0.0010860749532244983
13,0.05020418260742417,91.64326272975387,0.072,5,5,384,505970,0.0007589382769729431
14,0.09349923585928417,64.55664223891888,0.184,5,5,639,500366,0.0012770651882821774
15,0.044618535326907856,45.95931658184775,0.1,5,5,496,514226,0.0009645564401644413
16,0.08907848671454525,77.06125990924795,0.16,5,5,620,500613,0.0012384816215320017
17,0.05438555165765915,72.98163010997001,0.092,5,5,450,491817,0.0009149744722122253
18,0.08117906938072661,54.880177374479146,0.168,5,5,604,413396,0.0014610688056972008
