typ,positives,captured,capture_rate,mean_score
0,932,9,0.009656652360515022,0.3998486
1,1334,230,0.1724137931034483,0.41591007
2,345,7,0.020289855072463767,0.41102245
3,1870,3,0.0016042780748663102,0.41176212
4,394,4,0.01015228426395939,0.40890217
5,656,6,0.009146341463414634,0.3760464
6,529,1,0.001890359168241966,0.4072388
7,338,1,0.0029585798816568047,0.37788463
8,382,7,0.01832460732984293,0.373258
9,364,3,0.008241758241758242,0.39929748
10,506,1,0.001976284584980237,0.42451453
11,54,0,0.0,0.37825775
12,945,5,0.005291005291005291,0.40691653
13,250,12,0.048,0.39235055
14,383,7,0.018276762402088774,0.37431556
15,354,1,0.002824858757062147,0.40963292
16,237,9,0.0379746835443038,0.41557205
