typ,positives,captured,capture_rate,mean_score
0,932,34,0.03648068669527897,0.38010612
1,1334,216,0.1619190404797601,0.39972392
2,345,10,0.028985507246376812,0.39031842
3,1870,3,0.0016042780748663102,0.38678968
4,394,2,0.005076142131979695,0.38986313
5,656,7,0.010670731707317074,0.35911593
6,529,2,0.003780718336483932,0.3828708
7,338,1,0.0029585798816568047,0.36080942
8,382,7,0.01832460732984293,0.35686654
9,364,2,0.005494505494505495,0.3866298
10,506,1,0.001976284584980237,0.39286342
11,54,4,0.07407407407407407,0.3670654
12,945,6,0.006349206349206349,0.38492212
13,250,16,0.064,0.37703606
14,383,8,0.020887728459530026,0.36594373
15,354,1,0.002824858757062147,0.37980765
16,237,11,0.046413502109704644,0.3837188
