typ,positives,captured,capture_rate,mean_score
0,932,23,0.02467811158798283,0.37281513
1,1334,162,0.12143928035982009,0.38579988
2,345,11,0.03188405797101449,0.39860746
3,1870,1,0.0005347593582887701,0.3926237
4,394,8,0.02030456852791878,0.37980238
5,656,5,0.007621951219512195,0.36285794
6,529,2,0.003780718336483932,0.36572126
7,338,1,0.0029585798816568047,0.34123248
8,382,9,0.02356020942408377,0.36390018
9,364,0,0.0,0.35775325
10,506,0,0.0,0.3636519
11,54,4,0.07407407407407407,0.3442308
12,945,11,0.01164021164021164,0.39820805
13,250,7,0.028,0.37066975
14,383,2,0.005221932114882507,0.36796132
15,354,0,0.0,0.35267368
16,237,4,0.016877637130801686,0.3821753
