typ,positives,captured,capture_rate,mean_score
0,932,23,0.02467811158798283,0.3821449
1,1334,154,0.11544227886056972,0.3925129
2,345,13,0.03768115942028986,0.4080676
3,1870,1,0.0005347593582887701,0.40464836
4,394,5,0.012690355329949238,0.38554665
5,656,6,0.009146341463414634,0.37414977
6,529,2,0.003780718336483932,0.38453197
7,338,1,0.0029585798816568047,0.3486705
8,382,9,0.02356020942408377,0.37477544
9,364,0,0.0,0.37018296
10,506,0,0.0,0.38731635
11,54,5,0.09259259259259259,0.35376167
12,945,9,0.009523809523809525,0.41092452
13,250,7,0.028,0.38204905
14,383,2,0.005221932114882507,0.37165907
15,354,0,0.0,0.3757847
16,237,4,0.016877637130801686,0.40740186
