typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35416955
1,1334,0,0.0,0.32331523
2,345,44,0.12753623188405797,0.37505978
3,1870,1,0.0005347593582887701,0.34859535
4,394,14,0.03553299492385787,0.37474474
5,656,0,0.0,0.34706867
6,529,0,0.0,0.369411
7,338,0,0.0,0.3357431
8,382,0,0.0,0.33584878
9,364,1,0.0027472527472527475,0.36536524
10,506,0,0.0,0.36220545
11,54,0,0.0,0.31590042
12,945,2,0.0021164021164021165,0.36666653
13,250,1,0.004,0.34720612
14,383,0,0.0,0.34168702
15,354,1,0.002824858757062147,0.3608233
16,237,0,0.0,0.3682874
