typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3533459
1,1334,0,0.0,0.3250285
2,345,19,0.05507246376811594,0.37324777
3,1870,1,0.0005347593582887701,0.34832567
4,394,4,0.01015228426395939,0.3731093
5,656,0,0.0,0.34682927
6,529,1,0.001890359168241966,0.36885163
7,338,0,0.0,0.33554277
8,382,0,0.0,0.3354357
9,364,1,0.0027472527472527475,0.36506507
10,506,0,0.0,0.36167046
11,54,0,0.0,0.31630227
12,945,1,0.0010582010582010583,0.3655475
13,250,1,0.004,0.34771788
14,383,0,0.0,0.3415013
15,354,2,0.005649717514124294,0.3602289
16,237,0,0.0,0.36691713
