typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3536952
1,1334,0,0.0,0.325309
2,345,20,0.057971014492753624,0.373558
3,1870,1,0.0005347593582887701,0.3483025
4,394,4,0.01015228426395939,0.3735358
5,656,0,0.0,0.34691393
6,529,0,0.0,0.36886412
7,338,0,0.0,0.33542737
8,382,0,0.0,0.3354457
9,364,1,0.0027472527472527475,0.36500466
10,506,0,0.0,0.3618309
11,54,0,0.0,0.31705776
12,945,1,0.0010582010582010583,0.3657538
13,250,1,0.004,0.3482552
14,383,0,0.0,0.3413764
15,354,2,0.005649717514124294,0.3601304
16,237,0,0.0,0.3674659
