typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35440385
1,1334,0,0.0,0.32456747
2,345,1,0.002898550724637681,0.3708733
3,1870,1,0.0005347593582887701,0.3492099
4,394,0,0.0,0.37076515
5,656,0,0.0,0.34808016
6,529,0,0.0,0.36945647
7,338,0,0.0,0.33645123
8,382,0,0.0,0.33668256
9,364,1,0.0027472527472527475,0.3646855
10,506,0,0.0,0.36122012
11,54,0,0.0,0.31758383
12,945,1,0.0010582010582010583,0.36583367
13,250,1,0.004,0.348404
14,383,0,0.0,0.34286976
15,354,1,0.002824858757062147,0.361409
16,237,0,0.0,0.3671504
