typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35544324
1,1334,0,0.0,0.32547438
2,345,19,0.05507246376811594,0.37469864
3,1870,1,0.0005347593582887701,0.34957582
4,394,5,0.012690355329949238,0.37347332
5,656,0,0.0,0.34807083
6,529,0,0.0,0.3695701
7,338,0,0.0,0.33679706
8,382,0,0.0,0.3369609
9,364,1,0.0027472527472527475,0.36445484
10,506,0,0.0,0.36158156
11,54,0,0.0,0.31592777
12,945,1,0.0010582010582010583,0.36668724
13,250,1,0.004,0.3487247
14,383,0,0.0,0.34282067
15,354,1,0.002824858757062147,0.36110327
16,237,0,0.0,0.36724004
