window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.006601878803341954,10.247353693233311,0.008,5,5,308,500384,0.0006155272750527595
2,0.0008780681001298394,1.0359021567058861,0.0,5,5,429,507493,0.0008453318567940839
3,0.0008662669719454638,0.9442994542643834,0.0,5,5,454,491231,0.0009242087734691011
4,0.001283170651089087,1.5824763698013409,0.008,5,5,414,499630,0.000828613173748574
5,0.002318432460254383,2.8169937085059775,0.008,5,5,454,497293,0.0009129426716241733
6,0.0007103386868992576,0.9278156044248014,0.0,5,5,387,505925,0.0007649355141572368
7,0.0011428089749886696,1.0555497774522014,0.0,5,5,602,547144,0.0011002587984150424
8,0.0010911755920628634,1.1993887875392495,0.0,5,5,490,526681,0.0009303544270630609
9,0.0014854406330191798,1.2641417509977362,0.0,5,5,592,495363,0.0011950832016117473
10,0.0011390280864908742,1.2566517036125573,0.0,5,5,462,505171,0.0009145418086153005
11,0.006396577468096866,4.801254774166831,0.02,5,5,637,515290,0.0012361970928991442
12,0.0015656974002899102,1.3441138633949048,0.0,5,5,593,498176,0.0011903423689619732
13,0.011023452135609188,11.059690473641906,0.036,5,5,461,506047,0.0009109825767171824
14,0.0021828830812210777,1.567337577582589,0.008,5,5,711,500438,0.0014207554182536098
15,0.004302385875516231,3.7772844602170492,0.02,5,5,559,514289,0.001086937500121527
16,0.00814748608781988,5.495195708129263,0.024,5,5,673,500666,0.001344209512928779
17,0.006869452847003565,6.740783649823608,0.024,5,5,514,491881,0.001044968193526483
18,0.007331895083843432,4.753025603386474,0.027999999999999997,5,5,665,413457,0.00160838974790607
