client,auprc,ap_lift,positives,transactions,prevalence
0,0.0010928699632257596,1.0000859047270618,1999,1829286,0.0010927760885941292
1,0.0012059703787102762,1.077765533635541,2023,1807938,0.001118954300424019
2,0.0009277517181674407,0.9833995003385948,1714,1816808,0.0009434128427439774
3,0.0010358151336515879,1.0075762235704115,1840,1789837,0.0010280265744869504
4,0.0011517537756199601,1.1162943687828033,1829,1772690,0.0010317652832700585
