typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3391088
1,1334,0,0.0,0.30898425
2,345,29,0.08405797101449275,0.37955856
3,1870,1,0.0005347593582887701,0.3570961
4,394,4,0.01015228426395939,0.3797984
5,656,0,0.0,0.3521715
6,529,0,0.0,0.37342185
7,338,2,0.005917159763313609,0.3462563
8,382,0,0.0,0.3448368
9,364,0,0.0,0.37089726
10,506,0,0.0,0.36860162
11,54,3,0.05555555555555555,0.32121202
12,945,0,0.0,0.36046466
13,250,2,0.008,0.34882206
14,383,2,0.005221932114882507,0.352345
15,354,0,0.0,0.361186
16,237,0,0.0,0.37689692
