typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3376686
1,1334,0,0.0,0.3103967
2,345,40,0.11594202898550725,0.3783581
3,1870,1,0.0005347593582887701,0.3570749
4,394,5,0.012690355329949238,0.37902898
5,656,1,0.001524390243902439,0.35238615
6,529,0,0.0,0.37348214
7,338,2,0.005917159763313609,0.34610417
8,382,0,0.0,0.34472093
9,364,0,0.0,0.3706492
10,506,0,0.0,0.3672771
11,54,3,0.05555555555555555,0.32250956
12,945,0,0.0,0.35973993
13,250,2,0.008,0.34943253
14,383,2,0.005221932114882507,0.35239005
15,354,0,0.0,0.36133292
16,237,0,0.0,0.37579253
