typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34143835
1,1334,0,0.0,0.31201944
2,345,42,0.12173913043478261,0.37956646
3,1870,1,0.0005347593582887701,0.36384615
4,394,15,0.03807106598984772,0.38606897
5,656,0,0.0,0.35469258
6,529,0,0.0,0.37319183
7,338,2,0.005917159763313609,0.34912696
8,382,0,0.0,0.3480248
9,364,0,0.0,0.37117323
10,506,0,0.0,0.36877015
11,54,3,0.05555555555555555,0.3232601
12,945,0,0.0,0.3634206
13,250,2,0.008,0.34974065
14,383,2,0.005221932114882507,0.3515341
15,354,0,0.0,0.36714345
16,237,0,0.0,0.37134656
