typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3407689
1,1334,0,0.0,0.31156006
2,345,43,0.1246376811594203,0.37919682
3,1870,1,0.0005347593582887701,0.36342892
4,394,18,0.04568527918781726,0.38578513
5,656,1,0.001524390243902439,0.35530245
6,529,0,0.0,0.37338006
7,338,1,0.0029585798816568047,0.34924474
8,382,0,0.0,0.3482017
9,364,0,0.0,0.37119275
10,506,0,0.0,0.36824676
11,54,3,0.05555555555555555,0.32226938
12,945,1,0.0010582010582010583,0.36334667
13,250,2,0.008,0.34963197
14,383,2,0.005221932114882507,0.3513695
15,354,0,0.0,0.36727217
16,237,0,0.0,0.37048778
