typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.33775622
1,1334,0,0.0,0.30550587
2,345,49,0.14202898550724638,0.3785346
3,1870,1,0.0005347593582887701,0.3571634
4,394,35,0.08883248730964467,0.3863128
5,656,0,0.0,0.35019425
6,529,1,0.001890359168241966,0.3718442
7,338,1,0.0029585798816568047,0.34263
8,382,1,0.002617801047120419,0.34426785
9,364,2,0.005494505494505495,0.36940154
10,506,0,0.0,0.36629435
11,54,3,0.05555555555555555,0.31789377
12,945,1,0.0010582010582010583,0.36066282
13,250,2,0.008,0.3478313
14,383,1,0.0026109660574412533,0.34860107
15,354,0,0.0,0.36447755
16,237,0,0.0,0.36711398
