typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34063658
1,1334,0,0.0,0.30994886
2,345,32,0.0927536231884058,0.3757888
3,1870,1,0.0005347593582887701,0.36374724
4,394,10,0.025380710659898477,0.38395122
5,656,0,0.0,0.35532126
6,529,0,0.0,0.37299347
7,338,1,0.0029585798816568047,0.34913036
8,382,0,0.0,0.34764138
9,364,0,0.0,0.3705759
10,506,0,0.0,0.3686614
11,54,3,0.05555555555555555,0.3189193
12,945,0,0.0,0.36254272
13,250,2,0.008,0.34860778
14,383,2,0.005221932114882507,0.35099435
15,354,0,0.0,0.3672516
16,237,0,0.0,0.37046206
