client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
2,2,5,1.0,1,30,1,0.03333333333333333
2,2,5,1.0,3,79,1,0.012658227848101266
2,2,5,1.0,-1,117,1,0.008547008547008548
4,2,7,2.0,1,36,2,0.05555555555555555
4,2,7,2.0,3,98,5,0.05102040816326531
4,2,7,2.0,-1,98,5,0.05102040816326531
