client,auprc,ap_lift,positives,transactions,prevalence
0,0.0012517141338860786,1.2704674013650725,725,735862,0.0009852390801536157
1,0.0012411527920960946,1.2541470050456378,737,744716,0.0009896390033247574
2,0.0013842088440217228,1.3731037978690845,750,743983,0.001008087550387576
3,0.0013043422417179935,1.1831478777539557,989,897106,0.001102433826103047
4,0.0011923095927167274,0.9894674818776132,1013,840663,0.0012050012906479766
