condition,seed,method,auprc,ap_lift,p_at_budget,window_macro_auprc,transaction_weighted_window_auprc
control,42,fedavg,0.00133004133086756,1.3173965499787479,0.10533333333333332,0.03810429636457921,0.034936914420524344
control,42,fedtypo_noreg,0.00137078871096374,1.3494416766352573,0.10533333333333332,0.03889306013201337,0.03562951960563122
control,42,fedtypo,0.00921802129994408,8.478440800417998,0.08355555555555555,0.033550200917988486,0.03064190438619402
control,43,fedavg,0.00145384329500526,1.3559348659425976,0.1031111111111111,0.035582456917729974,0.03374366043422434
control,43,fedtypo_noreg,0.0014532679180115,1.3656239539848665,0.10000000000000002,0.035774248471742834,0.03376436576452787
control,43,fedtypo,0.00928362705918118,8.578474667994373,0.09777777777777777,0.035092612989691345,0.03352735289301475
control,44,fedavg,0.0013572883239630798,1.3310729401532464,0.07288888888888889,0.02767192359070491,0.0268223878812689
control,44,fedtypo_noreg,0.00140680591748096,1.3807035986273657,0.07288888888888889,0.028817077191557523,0.028004863816147987
control,44,fedtypo,0.0065615597979487,5.698743278496599,0.07911111111111112,0.0317691525611654,0.03150119310417811
control,45,fedavg,0.0012880528070281598,1.2805002843028994,0.0928888888888889,0.03703935330875307,0.035471796283120485
control,45,fedtypo_noreg,0.00135775496183038,1.3335736850313595,0.09022222222222223,0.038277853131432046,0.03702218366961187
control,45,fedtypo,0.009779376548429619,9.315402504148897,0.09022222222222223,0.038536294337400544,0.03761983791109193
control,46,fedavg,0.00129444987484972,1.5912788940180944,0.06844444444444446,0.021056745548654037,0.02555003127349125
control,46,fedtypo_noreg,0.00135806117173326,1.652810390202443,0.07733333333333334,0.02396782463224981,0.028727298548179375
control,46,fedtypo,0.00842036609962152,7.544831271207293,0.06711111111111112,0.023487952394375084,0.027477637953919925
control,47,fedavg,0.00154304904068792,1.5983774734775662,0.08488888888888889,0.027560960680512177,0.028924097654719226
control,47,fedtypo_noreg,0.00156190787916824,1.6230436943578557,0.08266666666666667,0.028398753171637512,0.029383143016931134
control,47,fedtypo,0.006171522396816619,6.141365353891831,0.0768888888888889,0.028587677543684284,0.029240263320059686
control,48,fedavg,0.0014347791415397003,1.3438103927313862,0.10177777777777777,0.041750456414938714,0.03687044340076639
control,48,fedtypo_noreg,0.00144297451856054,1.3510543391324918,0.09777777777777778,0.04101504311782186,0.03610228015530607
control,48,fedtypo,0.011382625537807538,10.34556484221641,0.09555555555555555,0.04033788896978028,0.03571606469944879
control,49,fedavg,0.00162426641583758,1.5451520245656343,0.11288888888888887,0.04741906474264565,0.045693040129587116
