condition,method,n_seeds,auprc_mean,auprc_std,auprc_ci_lo,auprc_ci_hi,ap_lift_mean,ap_lift_std,ap_lift_ci_lo,ap_lift_ci_hi,p_at_budget_mean,p_at_budget_std,p_at_budget_ci_lo,p_at_budget_ci_hi,window_macro_auprc_mean,window_macro_auprc_std,window_macro_auprc_ci_lo,window_macro_auprc_ci_hi,transaction_weighted_window_auprc_mean,transaction_weighted_window_auprc_std,transaction_weighted_window_auprc_ci_lo,transaction_weighted_window_auprc_ci_hi
control,fedavg,10,0.0013818574754343401,0.00013197409366142582,0.0013060633618885266,0.0014624907409933564,1.377111035686669,0.15085495178932515,1.2914455321187883,1.4685516654313708,0.08991111111111112,0.01585953431006836,0.08062222222222223,0.09915555555555554,0.033041593467377756,0.008382738535254784,0.02819564824667987,0.03805544410220317,0.03229790617527708,0.006384419092788233,0.028767355225886117,0.036269070951421636
control,fedtypo,10,0.008708018618594769,0.0016239643969284988,0.007764119601319966,0.009653513454802962,7.773506658786829,1.6683476112460998,6.819142257420496,8.75522151235433,0.08586666666666666,0.011984077227550094,0.07888888888888888,0.09288888888888888,0.033845585264889406,0.006420175524782509,0.03016324460795357,0.03773693014026308,0.03326008822861326,0.004715436380810919,0.030768823618772752,0.03619897991544757
control,fedtypo_noreg,10,0.0014110429139138,0.00012458444264857495,0.001335550992282413,0.0014840560519575232,1.404225826581124,0.1587372703880944,1.313372163913862,1.498173413566677,0.0896888888888889,0.015055525944119208,0.08093333333333333,0.09844444444444445,0.03394876295593128,0.007891388383175805,0.029401198594620048,0.03870094148121755,0.033206825453356084,0.006127574783472959,0.02987470764211807,0.03708676215260896
drift,fedavg,10,0.00136060387760741,0.00012662453820344775,0.0012875599186666573,0.0014371573932190909,1.346469103796869,0.15255972190027978,1.2598787169970862,1.4387491346558514,0.09088888888888888,0.015539674432930743,0.08186666666666667,0.0999111111111111,0.033118140354896096,0.008309751602645262,0.02828082373840353,0.038049981878194125,0.0323459607071606,0.006263840848074513,0.02884477844874195,0.0362298321627927
drift,fedtypo,10,0.008349093936073231,0.0010887739227207517,0.007696272937228465,0.008971374813290118,7.352881832112064,1.0938865295850935,6.690676517601475,7.98296244559357,0.0879111111111111,0.012762771650078351,0.08035444444444445,0.09537777777777776,0.03398585783645696,0.006279674035674677,0.030267670538902176,0.03762717413025602,0.033398587367135114,0.0046396418145924915,0.03078144427969811,0.03616889688277636
drift,fedtypo_noreg,10,0.001382985044421626,0.00011409461998748816,0.0013145831075273475,0.001449853545713103,1.3665049322126865,0.14981205992318106,1.2812050351166413,1.4559450642616742,0.09008888888888889,0.013831119362719295,0.08208888888888889,0.09822222222222222,0.03384276737596516,0.00777188023789488,0.029381835399673213,0.03854294374015191,0.03310781541072127,0.005985710256236191,0.029889563984126392,0.036920096152234974
