typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36063114
1,1334,3,0.0022488755622188904,0.35522962
2,345,7,0.020289855072463767,0.36798272
3,1870,2,0.0010695187165775401,0.35891956
4,394,15,0.03807106598984772,0.37553224
5,656,0,0.0,0.34813905
6,529,0,0.0,0.36272487
7,338,0,0.0,0.33992752
8,382,0,0.0,0.33896425
9,364,1,0.0027472527472527475,0.36177582
10,506,0,0.0,0.35819831
11,54,0,0.0,0.3058995
12,945,1,0.0010582010582010583,0.3683627
13,250,1,0.004,0.3406523
14,383,0,0.0,0.34557557
15,354,0,0.0,0.36645684
16,237,0,0.0,0.37122267
