typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3610725
1,1334,8,0.005997001499250375,0.3569555
2,345,15,0.043478260869565216,0.3705506
3,1870,2,0.0010695187165775401,0.3596278
4,394,15,0.03807106598984772,0.3772624
5,656,0,0.0,0.348495
6,529,0,0.0,0.36300558
7,338,1,0.0029585798816568047,0.3399333
8,382,0,0.0,0.33924967
9,364,1,0.0027472527472527475,0.36228976
10,506,0,0.0,0.35958606
11,54,0,0.0,0.30666605
12,945,1,0.0010582010582010583,0.36878863
13,250,1,0.004,0.3407293
14,383,0,0.0,0.3456759
15,354,0,0.0,0.36632362
16,237,0,0.0,0.37135124
