window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0015220623772347975,2.058501477202138,0.004,5,5,354,500430,0.0007073916431868593
2,0.0010839595216259512,1.0185907689699207,0.008,5,5,527,507591,0.0010382374785998963
3,0.0009163438738411858,0.8737086209903826,0.0,5,5,505,491282,0.001027922863039965
4,0.0008957561744362205,0.9748541617854218,0.0,5,5,459,499675,0.0009185970881072697
5,0.0010754179020958964,0.9887462388688597,0.0,5,5,545,497384,0.0010957328743988548
6,0.0008821109552093452,0.993715583595298,0.0,5,5,447,505985,0.0008834253979861063
7,0.001446098712852141,1.1749503746601493,0.0,5,5,663,547205,0.0012116117360038742
8,0.0014498584761015818,1.4880046262439788,0.0,5,5,515,526706,0.0009777750775574988
9,0.0019249237135121882,1.6999092993918477,0.004,5,5,549,495320,0.0011083743842364533
10,0.004984186721898678,5.157302962138645,0.02,5,5,433,505142,0.0008571847124174985
11,0.0022977871159648184,1.9424225560542694,0.0,5,5,596,515249,0.001156722283789003
12,0.007268315561035192,6.350382524690022,0.024,5,5,541,498124,0.0010860749532244983
13,0.001764780820499157,2.380360145547232,0.004,5,5,384,505970,0.0007589382769729431
14,0.03889208969106479,34.81166614440457,0.12,5,5,639,500366,0.0012770651882821774
15,0.01630389436962027,13.236197017169221,0.044,5,5,496,514226,0.0009645564401644413
16,0.02976695195508496,22.413820643846172,0.152,5,5,620,500613,0.0012384816215320017
17,0.0120754532420593,12.74737311648394,0.036,5,5,450,491817,0.0009149744722122253
18,0.006714816688933386,4.566953505461331,0.024,5,5,604,413396,0.0014610688056972008
