window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0015218450230880857,2.058155567127296,0.004,5,5,354,500430,0.0007073916431868593
2,0.0010843423686074172,1.0189208694044254,0.008,5,5,527,507591,0.0010382374785998963
3,0.0009162409850612737,0.8736815033808932,0.0,5,5,505,491282,0.001027922863039965
4,0.0008893204151791632,0.9691007162477675,0.0,5,5,459,499675,0.0009185970881072697
5,0.0010741651984925518,0.987710056688283,0.0,5,5,545,497384,0.0010957328743988548
6,0.0008826834862961698,0.9944909533619942,0.0,5,5,447,505985,0.0008834253979861063
7,0.0014614806078378558,1.1858140399212307,0.0,5,5,663,547205,0.0012116117360038742
8,0.001402773931694002,1.4284145035889855,0.0,5,5,515,526706,0.0009777750775574988
9,0.0021936742239130674,1.926576381587997,0.004,5,5,549,495320,0.0011083743842364533
10,0.01147562374430524,11.565983171923424,0.036,5,5,433,505142,0.0008571847124174985
11,0.0032913191515713653,2.978103809652873,0.008,5,5,596,515249,0.001156722283789003
12,0.013320766203121285,11.923271694320682,0.048,5,5,541,498124,0.0010860749532244983
13,0.004808973996812787,6.591997823229841,0.036,5,5,384,505970,0.0007589382769729431
14,0.0488817175187567,42.35111081535735,0.16,5,5,639,500366,0.0012770651882821774
15,0.0341630468359136,38.33012484489386,0.092,5,5,496,514226,0.0009645564401644413
16,0.04492248200914521,34.40322081417931,0.184,5,5,620,500613,0.0012384816215320017
17,0.011479937397729572,12.311230239529447,0.04,5,5,450,491817,0.0009149744722122253
18,0.008630157665830654,5.803883063108502,0.05600000000000001,5,5,604,413396,0.0014610688056972008
