typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36099902
1,1334,10,0.0074962518740629685,0.3563717
2,345,13,0.03768115942028986,0.37060618
3,1870,2,0.0010695187165775401,0.3590094
4,394,18,0.04568527918781726,0.37824947
5,656,0,0.0,0.34792608
6,529,0,0.0,0.36278003
7,338,1,0.0029585798816568047,0.33966124
8,382,0,0.0,0.33893535
9,364,1,0.0027472527472527475,0.3618919
10,506,0,0.0,0.35832092
11,54,0,0.0,0.30594936
12,945,2,0.0021164021164021165,0.36856186
13,250,1,0.004,0.3404886
14,383,0,0.0,0.34545252
15,354,1,0.002824858757062147,0.36602107
16,237,0,0.0,0.37181562
