typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36094472
1,1334,3,0.0022488755622188904,0.3534241
2,345,26,0.07536231884057971,0.37384295
3,1870,2,0.0010695187165775401,0.35524032
4,394,23,0.0583756345177665,0.374734
5,656,0,0.0,0.348344
6,529,0,0.0,0.36343914
7,338,0,0.0,0.33432165
8,382,0,0.0,0.33574817
9,364,1,0.0027472527472527475,0.36294103
10,506,0,0.0,0.35823858
11,54,0,0.0,0.30280802
12,945,1,0.0010582010582010583,0.36853373
13,250,1,0.004,0.34299093
14,383,0,0.0,0.34435576
15,354,1,0.002824858757062147,0.35970244
16,237,0,0.0,0.3714094
