typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3582991
1,1334,3,0.0022488755622188904,0.35299203
2,345,82,0.23768115942028986,0.37885743
3,1870,1,0.0005347593582887701,0.35798672
4,394,64,0.16243654822335024,0.38027993
5,656,0,0.0,0.3519813
6,529,3,0.005671077504725898,0.3627635
7,338,1,0.0029585798816568047,0.3433522
8,382,0,0.0,0.33742464
9,364,1,0.0027472527472527475,0.35977733
10,506,0,0.0,0.36203632
11,54,0,0.0,0.29485142
12,945,2,0.0021164021164021165,0.3683672
13,250,1,0.004,0.33992678
14,383,1,0.0026109660574412533,0.3447482
15,354,0,0.0,0.36281723
16,237,1,0.004219409282700422,0.36657107
