client,auprc,ap_lift,positives,transactions,prevalence
0,0.0011137605822522203,1.112634622758881,1826,1824154,0.0010010119759625558
1,0.0012018425996308496,1.1078098958575926,1963,1809414,0.0010848816246585911
2,0.0012362226705147548,1.159218379816047,1907,1788213,0.0010664277689514615
3,0.0013152191592088979,1.2927798070404795,1827,1795829,0.0010173574432755011
4,0.001085902410613589,1.0828150528175597,1804,1798871,0.001002851232801018
