typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3605292
1,1334,12,0.008995502248875561,0.3598441
2,345,51,0.14782608695652175,0.3763471
3,1870,2,0.0010695187165775401,0.36125192
4,394,41,0.10406091370558376,0.38075545
5,656,0,0.0,0.348087
6,529,0,0.0,0.3631583
7,338,1,0.0029585798816568047,0.34113708
8,382,0,0.0,0.34049284
9,364,1,0.0027472527472527475,0.36225116
10,506,0,0.0,0.3605224
11,54,0,0.0,0.3040427
12,945,2,0.0021164021164021165,0.3683948
13,250,1,0.004,0.33910653
14,383,0,0.0,0.34531093
15,354,0,0.0,0.36481994
16,237,0,0.0,0.36800545
