window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.004110871583963581,4.659843146613249,0.012,5,5,292,500368,0.0005835704921178013
2,0.0037282763432388817,5.144457261766954,0.008,5,5,368,507432,0.0007252203250878935
3,0.0039443343406541185,5.617787579284912,0.004,5,5,384,491161,0.0007818210322073617
4,0.0019645581767524954,2.2538455650700784,0.008,5,5,392,499608,0.0007846151382684024
5,0.0012523645871661652,1.4555285677085663,0.0,5,5,412,497251,0.0008285553975758721
6,0.001527466882751196,1.7360381428967102,0.004,5,5,448,505986,0.0008853999913041072
7,0.0028523528551015393,2.732614329739432,0.004,5,5,628,547170,0.0011477237421642268
8,0.002383009753973986,2.9927181538176026,0.0,5,5,500,526691,0.0009493232274711359
9,0.005211933920430403,4.200975146017965,0.0,5,5,621,495392,0.0012535527420709255
10,0.010478668901065044,10.894134724587536,0.024,5,5,503,505212,0.0009956216400243858
11,0.02298038668091316,18.711080288411658,0.05600000000000001,5,5,669,515322,0.001298217425221512
12,0.02897260789453183,19.595761790519695,0.036,5,5,629,498212,0.001262514752755855
13,0.06387125071268902,61.17906953763435,0.11200000000000002,5,5,472,506058,0.0009326994139011734
14,0.06269825995852889,37.41129565054764,0.156,5,5,717,500444,0.0014327277377688612
15,0.051687865153908816,47.71886332636965,0.08,5,5,558,514288,0.0010849951777992099
16,0.062272366811203184,37.796027766304384,0.13199999999999998,5,5,681,500674,0.0013601664955639797
17,0.03882451808117013,33.77899273479949,0.08399999999999999,5,5,523,491890,0.0010632458476488645
18,0.06847017389234096,34.827035694233984,0.132,5,5,678,413470,0.0016397803951919124
