client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
1,1,9,1.0,1,8,0,0.0
1,1,9,1.0,3,25,0,0.0
1,1,9,1.0,-1,65,0,0.0
0,1,12,2.0,1,9,0,0.0
0,1,12,2.0,3,18,0,0.0
0,1,12,2.0,-1,24,0,0.0
