typ,positives,captured,capture_rate,mean_score
0,932,7,0.0075107296137339056,0.47625667
1,1334,174,0.13043478260869565,0.47538307
2,345,0,0.0,0.48021135
3,1870,1,0.0005347593582887701,0.47362942
4,394,3,0.007614213197969543,0.46137768
5,656,3,0.004573170731707317,0.4835287
6,529,0,0.0,0.45712313
7,338,2,0.005917159763313609,0.4709892
8,382,1,0.002617801047120419,0.43473512
9,364,0,0.0,0.4828691
10,506,1,0.001976284584980237,0.4948373
11,54,3,0.05555555555555555,0.43600583
12,945,3,0.0031746031746031746,0.4813502
13,250,12,0.048,0.4697996
14,383,2,0.005221932114882507,0.46276486
15,354,0,0.0,0.48976249
16,237,4,0.016877637130801686,0.50710946
