condition,method,n_seeds,auprc_mean,auprc_std,auprc_ci_lo,auprc_ci_hi,ap_lift_mean,ap_lift_std,ap_lift_ci_lo,ap_lift_ci_hi,p_at_budget_mean,p_at_budget_std,p_at_budget_ci_lo,p_at_budget_ci_hi,window_macro_auprc_mean,window_macro_auprc_std,window_macro_auprc_ci_lo,window_macro_auprc_ci_hi,transaction_weighted_window_auprc_mean,transaction_weighted_window_auprc_std,transaction_weighted_window_auprc_ci_lo,transaction_weighted_window_auprc_ci_hi
control,fedavg,10,0.00551450508524603,0.002585228103741594,0.004131463308206008,0.0071260038964615765,4.825094986369424,2.330524880647583,3.655650173355316,6.3117853218075135,0.05835555555555556,0.01138535627235967,0.0514888888888889,0.06480000000000001,0.026373522736948145,0.0053028382482865994,0.023227710512134077,0.02947193933784158,0.025550585335571214,0.004958873752371907,0.022631335441695863,0.028435763173646114
control,fedtypo,10,0.006512125446366622,0.0034717420391400587,0.004517117585619581,0.008695640928871491,5.82579084448826,3.0139164285314832,4.1042088335694045,7.697925328841594,0.05862222222222222,0.017601533790256668,0.047311111111111116,0.06782277777777777,0.026941163228790206,0.007610644687846124,0.022005666111440576,0.03099611373855224,0.026076792405239562,0.007284997749775842,0.021350751640792802,0.029959574635385514
control,fedtypo_noreg,10,0.006000456286649124,0.0031409066373861033,0.004268700854579214,0.007971116979981336,5.169108691511662,2.7742734226198644,3.646763652433931,6.925511552556033,0.06060000000000001,0.012588692206411433,0.05315555555555555,0.06777777777777777,0.026836254200485167,0.006402543679064357,0.022892441471727757,0.030426382226539195,0.026007383768246312,0.006008986388303293,0.022281687918182778,0.02938114394797765
drift,fedavg,10,0.0029348733689768163,0.0020710560237261737,0.0018589186909611574,0.004249785283563279,2.923086070842045,2.124407247635721,1.8564273324110818,4.285614812608368,0.029955555555555558,0.015318045697982723,0.022355,0.039933333333333335,0.013949294017146069,0.005884995871691299,0.010805926917767127,0.017673955142589244,0.013525152946721778,0.005727463911738094,0.010488147795094466,0.017162119830746458
drift,fedtypo,10,0.00786169985214374,0.004169938397486395,0.005538005615447044,0.010438184231968971,7.2881379087470535,3.639634121003746,5.23193094152493,9.543520384953357,0.0442,0.021800051597578033,0.03246666666666667,0.057867777777777775,0.019822280860477538,0.009330331746410936,0.014655003228813777,0.02560016632027527,0.019138747517478308,0.009082389386843076,0.014155111266749662,0.024799276884661905
drift,fedtypo_noreg,10,0.0033966909456522643,0.003134434651518526,0.0020592425682776734,0.005466656195621662,3.1401374606377126,2.8135146016792487,2.002219595073896,4.995022472908538,0.03528888888888889,0.018401347836362075,0.025999444444444447,0.047155555555555555,0.015753284138290802,0.007105994707031915,0.012074045300338627,0.020290393906000022,0.015217823520125314,0.006971688196474092,0.011670161323718965,0.01968003399478322
