typ,positives,captured,capture_rate,mean_score
0,932,10,0.01072961373390558,0.36934656
1,1334,0,0.0,0.321305
2,345,0,0.0,0.38753575
3,1870,0,0.0,0.3492368
4,394,1,0.0025380710659898475,0.38961363
5,656,8,0.012195121951219513,0.36946374
6,529,2,0.003780718336483932,0.3952252
7,338,1,0.0029585798816568047,0.35500786
8,382,3,0.007853403141361256,0.33284706
9,364,0,0.0,0.38918695
10,506,3,0.005928853754940711,0.37870747
11,54,9,0.16666666666666666,0.3814876
12,945,8,0.008465608465608466,0.3794906
13,250,1,0.004,0.380386
14,383,3,0.007832898172323759,0.36017862
15,354,4,0.011299435028248588,0.38242936
16,237,6,0.02531645569620253,0.39192572
