window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0010789747039655516,1.6842061009133453,0.004,5,5,320,500396,0.000639493521131264
2,0.0011609135550396147,1.2872253385605406,0.0,5,5,437,507501,0.0008610820471289712
3,0.0008763017531603183,1.0141747841210453,0.0,5,5,434,491211,0.0008835307026919185
4,0.0009740920633237475,1.208608323972425,0.004,5,5,414,499630,0.000828613173748574
5,0.0010102813168380925,1.1013960270108354,0.004,5,5,456,497295,0.0009169607576991524
6,0.0008415340761105639,0.991155714203348,0.0,5,5,430,505968,0.0008498561173829175
7,0.0014347330423020283,1.311977361398347,0.0,5,5,591,547133,0.0010801761180553905
8,0.001154201204994635,1.2779468830658636,0.0,5,5,486,526677,0.0009227667052102142
9,0.002036764739884343,1.8942478200271662,0.008,5,5,554,495325,0.001118457578357644
10,0.0013837613230033405,1.4942471863773452,0.0,5,5,470,505179,0.0009303632969699849
11,0.005144828985715683,4.4949334776316405,0.024,5,5,610,515263,0.0011838614455142325
12,0.0020242301076194634,1.7882588276005642,0.0,5,5,607,498190,0.0012184106465404766
13,0.017598907145969032,20.838113578575552,0.05600000000000001,5,5,447,506033,0.000883341600251367
14,0.0021793558571357257,1.5690125279860632,0.0,5,5,716,500443,0.0014307323711191884
15,0.017760350157288985,15.147309458333812,0.05600000000000001,5,5,566,514296,0.001100533544884658
16,0.0027058952140451256,1.9629960303445309,0.0,5,5,679,500672,0.0013561772977118752
17,0.007661144144382957,6.576187531784538,0.039999999999999994,5,5,522,491889,0.0010612150302202327
18,0.0037387948648655413,2.1594446386555077,0.012,5,5,671,413463,0.001622877984245265
