typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36003336
1,1334,0,0.0,0.31403077
2,345,4,0.011594202898550725,0.3802384
3,1870,1,0.0005347593582887701,0.35793224
4,394,2,0.005076142131979695,0.37585175
5,656,0,0.0,0.34929472
6,529,0,0.0,0.3714589
7,338,0,0.0,0.34299326
8,382,0,0.0,0.33318138
9,364,0,0.0,0.37093732
10,506,0,0.0,0.36832738
11,54,0,0.0,0.28168768
12,945,2,0.0021164021164021165,0.36785603
13,250,0,0.0,0.33165094
14,383,2,0.005221932114882507,0.35505378
15,354,0,0.0,0.36333096
16,237,0,0.0,0.36949304
