typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3617423
1,1334,0,0.0,0.3148239
2,345,23,0.06666666666666667,0.383667
3,1870,0,0.0,0.35734403
4,394,3,0.007614213197969543,0.37793058
5,656,0,0.0,0.34908882
6,529,0,0.0,0.37164015
7,338,0,0.0,0.34364
8,382,0,0.0,0.33304682
9,364,0,0.0,0.37101787
10,506,0,0.0,0.36892462
11,54,0,0.0,0.27996105
12,945,3,0.0031746031746031746,0.3689659
13,250,0,0.0,0.3315344
14,383,2,0.005221932114882507,0.35513434
15,354,0,0.0,0.3619979
16,237,0,0.0,0.36949435
