window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.001078950058863346,1.6841612357599147,0.004,5,5,320,500396,0.000639493521131264
2,0.0011618304372622683,1.2880416787875342,0.0,5,5,437,507501,0.0008610820471289712
3,0.0008784966796478314,1.0167870386385203,0.0,5,5,434,491211,0.0008835307026919185
4,0.0009851085995898306,1.2204878280668674,0.004,5,5,414,499630,0.000828613173748574
5,0.0010058322816859388,1.0962271592575996,0.004,5,5,456,497295,0.0009169607576991524
6,0.000828688949268297,0.9750418318035688,0.0,5,5,430,505968,0.0008498561173829175
7,0.0012703255241685067,1.1723083994916699,0.0,5,5,591,547133,0.0010801761180553905
8,0.0010314929455669541,1.1424514383414572,0.0,5,5,486,526677,0.0009227667052102142
9,0.0015260065303061973,1.3774029269127586,0.004,5,5,554,495325,0.001118457578357644
10,0.0014101775349011111,1.5003650330359992,0.004,5,5,470,505179,0.0009303632969699849
11,0.0018329405338849251,1.5717950326702184,0.0,5,5,610,515263,0.0011838614455142325
12,0.0016596388739862958,1.4302257132856724,0.0,5,5,607,498190,0.0012184106465404766
13,0.0016589362005224382,1.9222748296935055,0.0,5,5,447,506033,0.000883341600251367
14,0.0017949681189403527,1.2631061577783727,0.0,5,5,716,500443,0.0014307323711191884
15,0.0024334222778307777,2.1576666395849227,0.012,5,5,566,514296,0.001100533544884658
16,0.0021414495013551437,1.5662733319798012,0.0,5,5,679,500672,0.0013561772977118752
17,0.0027294026072044236,2.4694575808150336,0.012,5,5,522,491889,0.0010612150302202327
18,0.0024086199058344754,1.4936687155834227,0.0,5,5,671,413463,0.001622877984245265
