typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35975754
1,1334,0,0.0,0.31480217
2,345,2,0.005797101449275362,0.37940273
3,1870,1,0.0005347593582887701,0.35640746
4,394,1,0.0025380710659898475,0.3756423
5,656,0,0.0,0.34903827
6,529,0,0.0,0.37065545
7,338,0,0.0,0.34312686
8,382,0,0.0,0.33238646
9,364,0,0.0,0.37084273
10,506,0,0.0,0.36867008
11,54,0,0.0,0.27928165
12,945,3,0.0031746031746031746,0.36791617
13,250,0,0.0,0.33168072
14,383,2,0.005221932114882507,0.35585836
15,354,0,0.0,0.36175525
16,237,0,0.0,0.36849773
