typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36009496
1,1334,0,0.0,0.31457397
2,345,2,0.005797101449275362,0.380301
3,1870,0,0.0,0.35647932
4,394,1,0.0025380710659898475,0.37599018
5,656,0,0.0,0.34932226
6,529,0,0.0,0.37085685
7,338,0,0.0,0.34334207
8,382,0,0.0,0.3329083
9,364,0,0.0,0.3710746
10,506,0,0.0,0.3690981
11,54,0,0.0,0.28056344
12,945,2,0.0021164021164021165,0.3682516
13,250,0,0.0,0.33219188
14,383,2,0.005221932114882507,0.35619017
15,354,0,0.0,0.36175102
16,237,0,0.0,0.36886606
