typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.361466
1,1334,0,0.0,0.3151659
2,345,20,0.057971014492753624,0.38281554
3,1870,1,0.0005347593582887701,0.35759053
4,394,5,0.012690355329949238,0.37750563
5,656,0,0.0,0.34951797
6,529,0,0.0,0.37196714
7,338,0,0.0,0.34381256
8,382,0,0.0,0.33303577
9,364,0,0.0,0.3710754
10,506,0,0.0,0.3686489
11,54,0,0.0,0.2792392
12,945,3,0.0031746031746031746,0.3690387
13,250,0,0.0,0.3312698
14,383,2,0.005221932114882507,0.3554579
15,354,1,0.002824858757062147,0.36249322
16,237,0,0.0,0.36936525
