client,auprc,ap_lift,positives,transactions,prevalence
0,0.001191380740636209,1.1609198952258066,1869,1821214,0.001026238541983534
1,0.0010542524308878487,1.079677355487447,1759,1801421,0.0009764513681143941
2,0.0011510389775494152,1.099419353301874,1891,1806196,0.0010469517150962576
3,0.001317177191535297,1.1815888142935063,1987,1782461,0.0011147508977756035
4,0.0011103145268416218,1.1006741188328941,1821,1805189,0.0010087586396770644
