window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0010498932716471222,1.4996139941907638,0.004,5,5,354,500430,0.0007073916431868593
2,0.0012753464225029193,1.2564637680117694,0.004,5,5,527,507591,0.0010382374785998963
3,0.001277738569961405,1.2462241099703815,0.0,5,5,505,491282,0.001027922863039965
4,0.0009761154192355941,1.0585823181895395,0.0,5,5,459,499675,0.0009185970881072697
5,0.0023257940155982622,1.9662150845452602,0.012,5,5,545,497384,0.0010957328743988548
6,0.0009040260976681902,1.0294282500534848,0.0,5,5,447,505985,0.0008834253979861063
7,0.0015194924163075049,1.2540034594926817,0.0,5,5,663,547205,0.0012116117360038742
8,0.0011664795772259027,1.2053036981617724,0.0,5,5,515,526706,0.0009777750775574988
9,0.0019156418052588488,1.7367082020964524,0.004,5,5,549,495320,0.0011083743842364533
10,0.0013542675956796997,1.5387363500206175,0.0,5,5,433,505142,0.0008571847124174985
11,0.0030983999401015664,2.7072223232248427,0.008,5,5,596,515249,0.001156722283789003
12,0.001992947284975151,1.798839465110697,0.0,5,5,541,498124,0.0010860749532244983
13,0.002084969883174825,2.645546310223849,0.0,5,5,384,505970,0.0007589382769729431
14,0.002924536121571712,2.2597412882257912,0.0,5,5,639,500366,0.0012770651882821774
15,0.0026636244606112846,2.722089793275531,0.0,5,5,496,514226,0.0009645564401644413
16,0.0034095132304793998,2.6649496986466596,0.004,5,5,620,500613,0.0012384816215320017
17,0.0034672900018118146,3.64177052199884,0.016,5,5,450,491817,0.0009149744722122253
18,0.0037098980156535857,2.563712077493187,0.012,5,5,604,413396,0.0014610688056972008
