typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37476546
1,1334,0,0.0,0.36188594
2,345,2,0.005797101449275362,0.39105627
3,1870,0,0.0,0.36083925
4,394,2,0.005076142131979695,0.39149103
5,656,0,0.0,0.35146096
6,529,0,0.0,0.37428066
7,338,0,0.0,0.34616008
8,382,0,0.0,0.34669554
9,364,1,0.0027472527472527475,0.3705671
10,506,0,0.0,0.36670908
11,54,3,0.05555555555555555,0.33950368
12,945,2,0.0021164021164021165,0.3790945
13,250,1,0.004,0.35262328
14,383,0,0.0,0.35561767
15,354,0,0.0,0.36925596
16,237,0,0.0,0.37240833
