typ,positives,captured,capture_rate,mean_score
0,932,4,0.004291845493562232,0.35949466
1,1334,0,0.0,0.35116258
2,345,0,0.0,0.34597573
3,1870,0,0.0,0.34966004
4,394,0,0.0,0.3597641
5,656,1,0.001524390243902439,0.34025323
6,529,0,0.0,0.36629003
7,338,0,0.0,0.3404527
8,382,0,0.0,0.33467528
9,364,1,0.0027472527472527475,0.3661801
10,506,0,0.0,0.36144784
11,54,8,0.14814814814814814,0.35535625
12,945,2,0.0021164021164021165,0.36117846
13,250,1,0.004,0.34979478
14,383,0,0.0,0.34991857
15,354,0,0.0,0.35884959
16,237,0,0.0,0.36346543
