typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37375796
1,1334,0,0.0,0.36210224
2,345,6,0.017391304347826087,0.39098462
3,1870,0,0.0,0.36076918
4,394,5,0.012690355329949238,0.39103377
5,656,0,0.0,0.35079738
6,529,0,0.0,0.37401092
7,338,1,0.0029585798816568047,0.34574664
8,382,0,0.0,0.34600416
9,364,1,0.0027472527472527475,0.37014413
10,506,0,0.0,0.36652955
11,54,3,0.05555555555555555,0.34026897
12,945,2,0.0021164021164021165,0.37845105
13,250,2,0.008,0.35226187
14,383,0,0.0,0.35469753
15,354,0,0.0,0.36857608
16,237,0,0.0,0.3723396
