typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37343824
1,1334,0,0.0,0.3619782
2,345,4,0.011594202898550725,0.3904062
3,1870,0,0.0,0.36069906
4,394,3,0.007614213197969543,0.39054677
5,656,0,0.0,0.35090542
6,529,0,0.0,0.37429503
7,338,0,0.0,0.34599555
8,382,0,0.0,0.34604868
9,364,1,0.0027472527472527475,0.37003234
10,506,0,0.0,0.3664934
11,54,3,0.05555555555555555,0.33989736
12,945,2,0.0021164021164021165,0.37821943
13,250,1,0.004,0.3525214
14,383,0,0.0,0.3546515
15,354,0,0.0,0.36854815
16,237,0,0.0,0.37258762
