window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0010498932716471222,1.4996139941907638,0.004,5,5,354,500430,0.0007073916431868593
2,0.0012753464225029193,1.2564637680117694,0.004,5,5,527,507591,0.0010382374785998963
3,0.001277738569961405,1.2462241099703815,0.0,5,5,505,491282,0.001027922863039965
4,0.0009755912401541711,1.0582785097135807,0.0,5,5,459,499675,0.0009185970881072697
5,0.002329770197978859,1.9687304584153456,0.012,5,5,545,497384,0.0010957328743988548
6,0.0009044871790037365,1.0299535288948156,0.0,5,5,447,505985,0.0008834253979861063
7,0.0015651145604679516,1.294965896580238,0.0,5,5,663,547205,0.0012116117360038742
8,0.001175040925915968,1.216669824039949,0.0,5,5,515,526706,0.0009777750775574988
9,0.0020313164833205264,1.8301821078011866,0.0,5,5,549,495320,0.0011083743842364533
10,0.001386027342795197,1.5758718505045723,0.0,5,5,433,505142,0.0008571847124174985
11,0.0025264482730624114,2.20824376650378,0.0,5,5,596,515249,0.001156722283789003
12,0.0020154440159954466,1.819399650836818,0.0,5,5,541,498124,0.0010860749532244983
13,0.0021041128888714318,2.6818259066618646,0.0,5,5,384,505970,0.0007589382769729431
14,0.0029959987102471226,2.310773376555715,0.0,5,5,639,500366,0.0012770651882821774
15,0.002571684090120826,2.63520956450445,0.0,5,5,496,514226,0.0009645564401644413
16,0.003454738672817591,2.695054285128562,0.004,5,5,620,500613,0.0012384816215320017
17,0.003536591663682891,3.743822312024411,0.016,5,5,450,491817,0.0009149744722122253
18,0.003781803245742124,2.609892924899411,0.012,5,5,604,413396,0.0014610688056972008
