typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.39068693
1,1334,64,0.047976011994003,0.37979376
2,345,17,0.04927536231884058,0.3907169
3,1870,0,0.0,0.3834803
4,394,17,0.04314720812182741,0.39265147
5,656,1,0.001524390243902439,0.35923186
6,529,0,0.0,0.37908196
7,338,1,0.0029585798816568047,0.36040306
8,382,0,0.0,0.35669658
9,364,0,0.0,0.37435254
10,506,0,0.0,0.387168
11,54,0,0.0,0.33859462
12,945,8,0.008465608465608466,0.39200324
13,250,2,0.008,0.3588151
14,383,0,0.0,0.35002294
15,354,0,0.0,0.38895735
16,237,0,0.0,0.39954138
