typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36462396
1,1334,0,0.0,0.31665784
2,345,90,0.2608695652173913,0.39320046
3,1870,1,0.0005347593582887701,0.35923073
4,394,58,0.14720812182741116,0.38259655
5,656,0,0.0,0.35599044
6,529,1,0.001890359168241966,0.3774513
7,338,0,0.0,0.3467845
8,382,0,0.0,0.34257686
9,364,0,0.0,0.37300235
10,506,0,0.0,0.37528452
11,54,0,0.0,0.31503493
12,945,16,0.016931216931216932,0.37756163
13,250,0,0.0,0.35369462
14,383,0,0.0,0.35004812
15,354,0,0.0,0.3736463
16,237,1,0.004219409282700422,0.38085097
