client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
4,1,9,1.0,1,32,0,0.0
4,1,9,1.0,3,75,0,0.0
4,1,9,1.0,-1,324,4,0.012345679012345678
2,1,12,2.0,1,32,0,0.0
2,1,12,2.0,3,138,0,0.0
2,1,12,2.0,-1,318,1,0.0031446540880503146
